"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"93","93","486","486","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","156","156","156","0","156","156","0","156","156","0","0","156","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","76","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","398.0","NA","39738","398","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","327413","328436","325326","1670","284636","328437","1672","328537","328936","NA","178790","328537","Flanker task","147","76421.0","157","1024"
"93","93","486","486","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","157","157","157","0","157","157","0","157","157","0","0","157","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","77","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","464.0","NA","39738","464","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","328977","330000","325326","1670","284636","330001","1672","330101","330566","NA","178790","330101","Flanker task","148","76885.0","158","1024"
"93","93","486","486","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","s","0","0","0","0","158","158","158","0","158","158","0","158","158","0","0","158","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","78","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","463.0","NA","39738","463","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","330602","331625","325326","1670","284636","331627","1672","331728","332192","NA","178790","331727","Flanker task","148","77348.0","159","1024"
"93","93","486","486","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","159","159","159","0","159","159","0","159","159","0","0","159","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","79","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","493.0","NA","39738","493","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","332696","333721","332196","1670","284636","333722","1672","333822","334316","NA","178790","333822","Flanker task","149","77841.0","160","1024"
"92","92","486","486","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","s","0","0","0","0","160","160","160","0","160","160","0","160","160","0","0","160","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","0","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","436.0","NA","39738","436","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","334320","349480","332196","1670","284636","349480","1672","349580","350017","335321","178790","349580","Flanker task","149","78277.0","161","1024"
"92","92","484","484","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","161","161","161","0","161","161","0","161","161","0","0","161","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","1","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","267.0","NA","39738","267","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","351050","352075","350050","1670","350550","352076","1672","352177","352446","335321","178790","352176","Flanker task","150","78544.0","162","1024"
"92","92","483","483","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","162","162","162","0","162","162","0","162","162","0","0","162","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","2","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","312.0","NA","39738","312","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","352450","353474","350050","1670","350550","353475","1672","353575","353888","335321","178790","353575","Flanker task","151","78856.0","163","1024"
"92","92","482","482","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","163","163","163","0","163","163","0","163","163","0","0","163","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","3","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","231.0","NA","39738","231","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","354392","355418","350050","1670","353892","355419","1672","355519","355751","335321","178790","355519","Flanker task","152","79087.0","164","1024"
"92","92","481","481","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","164","164","164","0","164","164","0","164","164","0","0","164","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","4","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","322.0","NA","39738","322","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","355756","356779","350050","1670","353892","356780","1672","356881","357204","335321","178790","356880","Flanker task","153","79409.0","165","1024"
"92","92","480","480","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","165","165","165","0","165","165","0","165","165","0","0","165","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","5","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","375.0","NA","39738","375","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","357744","358767","350050","1670","357243","358768","1672","358868","359244","335321","178790","358868","Flanker task","154","79784.0","166","1024"
"92","92","479","479","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","166","166","166","0","166","166","0","166","166","0","0","166","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","6","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","272.0","NA","39738","272","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","359786","360810","350050","1670","359286","360811","1672","360911","361184","335321","178790","360911","Flanker task","155","80056.0","167","1024"
"92","92","478","478","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","167","167","167","0","167","167","0","167","167","0","0","167","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","7","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","276.0","NA","39738","276","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","361228","362255","350050","1670","359286","362256","1672","362357","362634","335321","178790","362356","Flanker task","156","80332.0","168","1024"
"92","92","476","476","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","168","168","168","0","168","168","0","168","168","0","0","168","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","8","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","279.0","NA","39738","279","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","362678","363702","350050","1670","359286","363703","1672","363804","364084","335321","178790","363803","Flanker task","157","80611.0","169","1024"
"92","92","475","475","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","169","169","169","0","169","169","0","169","169","0","0","169","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","9","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","273.0","NA","39738","273","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","364108","365132","350050","1670","359286","365133","1672","365234","365508","335321","178790","365233","Flanker task","158","80884.0","170","1024"
"92","92","474","474","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","170","170","170","0","170","170","0","170","170","0","0","170","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","10","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","289.0","NA","39738","289","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","365548","366572","350050","1670","359286","366573","1672","366675","366965","335321","178790","366674","Flanker task","159","81173.0","171","1024"
"93","93","473","473","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","171","171","171","0","171","171","0","171","171","0","0","171","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","11","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","298.0","NA","39738","298","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","367010","368033","350050","1670","359286","368034","1672","368135","368434","335321","178790","368134","Flanker task","160","81471.0","172","1024"
